datetime,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd, Temp_Status_mA,Temp_Status_mA_sd,Analyzer_Status_mA,Analyzer_Status_mA_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  06/13/2022 09:53:57.235,2.24E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.28E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.92E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:53:58.230,2.25E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.28E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:53:59.224,2.25E+00,0.00E+00,1.68E+04,0.00E+00,4.06E+02,0.00E+00,2.29E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:00.218,2.26E+00,0.00E+00,1.68E+04,0.00E+00,4.06E+02,0.00E+00,2.30E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:01.213,2.27E+00,0.00E+00,1.68E+04,0.00E+00,4.06E+02,0.00E+00,2.31E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:02.208,2.28E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.32E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:03.202,2.30E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.33E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:04.197,2.31E+00,0.00E+00,1.68E+04,0.00E+00,4.06E+02,0.00E+00,2.35E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.93E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:05.191,2.33E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.37E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:06.187,2.34E+00,0.00E+00,1.68E+04,0.00E+00,4.06E+02,0.00E+00,2.38E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:07.180,2.35E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.39E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:08.174,2.35E+00,0.00E+00,1.69E+04,0.00E+00,4.06E+02,0.00E+00,2.39E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:09.170,2.35E+00,0.00E+00,1.70E+04,0.00E+00,4.06E+02,0.00E+00,2.39E+00,0.00E+00,4.13E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:10.163,2.36E+00,0.00E+00,1.70E+04,0.00E+00,4.07E+02,0.00E+00,2.40E+00,0.00E+00,4.14E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:11.159,2.35E+00,0.00E+00,1.70E+04,0.00E+00,4.07E+02,0.00E+00,2.39E+00,0.00E+00,4.14E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:12.152,2.35E+00,0.00E+00,1.70E+04,0.00E+00,4.07E+02,0.00E+00,2.39E+00,0.00E+00,4.14E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:13.148,2.34E+00,0.00E+00,1.70E+04,0.00E+00,4.07E+02,0.00E+00,2.38E+00,0.00E+00,4.14E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:14.143,2.33E+00,0.00E+00,1.70E+04,0.00E+00,4.08E+02,0.00E+00,2.37E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.94E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:15.136,2.32E+00,0.00E+00,1.71E+04,0.00E+00,4.08E+02,0.00E+00,2.36E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:16.131,2.31E+00,0.00E+00,1.71E+04,0.00E+00,4.08E+02,0.00E+00,2.35E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:17.126,2.29E+00,0.00E+00,1.70E+04,0.00E+00,4.08E+02,0.00E+00,2.33E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,2,-1,       Disabled
  06/13/2022 09:54:18.120,2.28E+00,0.00E+00,1.70E+04,0.00E+00,4.08E+02,0.00E+00,2.32E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:19.114,2.27E+00,0.00E+00,1.71E+04,0.00E+00,4.08E+02,0.00E+00,2.31E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:20.110,2.27E+00,0.00E+00,1.70E+04,0.00E+00,4.08E+02,0.00E+00,2.31E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:21.103,2.26E+00,0.00E+00,1.70E+04,0.00E+00,4.09E+02,0.00E+00,2.30E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:22.098,2.25E+00,0.00E+00,1.70E+04,0.00E+00,4.08E+02,0.00E+00,2.29E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:23.092,2.24E+00,0.00E+00,1.70E+04,0.00E+00,4.08E+02,0.00E+00,2.28E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:24.088,2.23E+00,0.00E+00,1.70E+04,0.00E+00,4.09E+02,0.00E+00,2.27E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:25.082,2.22E+00,0.00E+00,1.69E+04,0.00E+00,4.08E+02,0.00E+00,2.26E+00,0.00E+00,4.15E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:26.077,2.22E+00,0.00E+00,1.70E+04,0.00E+00,4.09E+02,0.00E+00,2.26E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:27.071,2.21E+00,0.00E+00,1.69E+04,0.00E+00,4.09E+02,0.00E+00,2.25E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:28.065,2.21E+00,0.00E+00,1.69E+04,0.00E+00,4.09E+02,0.00E+00,2.25E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:29.059,2.20E+00,0.00E+00,1.69E+04,0.00E+00,4.10E+02,0.00E+00,2.24E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:30.054,2.20E+00,0.00E+00,1.69E+04,0.00E+00,4.10E+02,0.00E+00,2.24E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:31.049,2.19E+00,0.00E+00,1.69E+04,0.00E+00,4.10E+02,0.00E+00,2.23E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:32.043,2.19E+00,0.00E+00,1.68E+04,0.00E+00,4.10E+02,0.00E+00,2.23E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:33.038,2.19E+00,0.00E+00,1.68E+04,0.00E+00,4.10E+02,0.00E+00,2.22E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.53E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:34.033,2.19E+00,0.00E+00,1.68E+04,0.00E+00,4.11E+02,0.00E+00,2.22E+00,0.00E+00,4.18E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:35.027,2.18E+00,0.00E+00,1.69E+04,0.00E+00,4.11E+02,0.00E+00,2.22E+00,0.00E+00,4.18E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:36.021,2.18E+00,0.00E+00,1.68E+04,0.00E+00,4.11E+02,0.00E+00,2.21E+00,0.00E+00,4.18E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:37.016,2.17E+00,0.00E+00,1.68E+04,0.00E+00,4.10E+02,0.00E+00,2.21E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:38.010,2.17E+00,0.00E+00,1.68E+04,0.00E+00,4.10E+02,0.00E+00,2.20E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:39.005,2.16E+00,0.00E+00,1.68E+04,0.00E+00,4.10E+02,0.00E+00,2.20E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:39.999,2.16E+00,0.00E+00,1.68E+04,0.00E+00,4.10E+02,0.00E+00,2.19E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:40.994,2.15E+00,0.00E+00,1.67E+04,0.00E+00,4.10E+02,0.00E+00,2.19E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:41.989,2.15E+00,0.00E+00,1.67E+04,0.00E+00,4.10E+02,0.00E+00,2.19E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:42.983,2.15E+00,0.00E+00,1.66E+04,0.00E+00,4.10E+02,0.00E+00,2.18E+00,0.00E+00,4.17E+02,0.00E+00,1.40E+02,0.00E+00,2.32E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:43.977,2.14E+00,0.00E+00,1.66E+04,0.00E+00,4.09E+02,0.00E+00,2.18E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.33E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
  06/13/2022 09:54:44.973,2.14E+00,0.00E+00,1.66E+04,0.00E+00,4.09E+02,0.00E+00,2.18E+00,0.00E+00,4.16E+02,0.00E+00,1.40E+02,0.00E+00,2.33E+01,0.00E+00,2.54E+01,0.00E+00,1.13E+01,0.00E+00,8.33E+00,0.00E+00,6.95E-01,0.00E+00,-7.62E+00,0.00E+00,2.00E+01,0.00E+00,2.00E+01,0.00E+00,3,-1,       Disabled
