"Plot Title: 2.76"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9911894, SEN S/N: 9911894)","Coupler Attached (LGR S/N: 9911894)","Host Connected (LGR S/N: 9911894)","End Of File (LGR S/N: 9911894)"
43,06/22/22 07:00:00 AM,24.931,,,
44,06/22/22 07:30:00 AM,24.931,,,
45,06/22/22 08:00:00 AM,24.931,,,
46,06/22/22 08:30:00 AM,25.028,,,
47,06/22/22 09:00:00 AM,24.931,,,
48,06/22/22 09:30:00 AM,25.028,,,
49,06/22/22 10:00:00 AM,25.028,,,
50,06/22/22 10:30:00 AM,25.028,,,
51,06/22/22 11:00:00 AM,25.028,,,
52,06/22/22 11:30:00 AM,25.125,,,
53,06/22/22 12:00:00 PM,25.125,,,
54,06/22/22 12:30:00 PM,25.222,,,
55,06/22/22 01:00:00 PM,25.222,,,
56,06/22/22 01:30:00 PM,25.222,,,
57,06/22/22 02:00:00 PM,25.222,,,
58,06/22/22 02:30:00 PM,25.319,,,
59,06/22/22 03:00:00 PM,25.319,,,
60,06/22/22 03:30:00 PM,25.319,,,
61,06/22/22 04:00:00 PM,25.222,,,
62,06/22/22 04:30:00 PM,25.222,,,
63,06/22/22 05:00:00 PM,25.222,,,
64,06/22/22 05:30:00 PM,25.222,,,
65,06/22/22 06:00:00 PM,25.222,,,
66,06/22/22 06:30:00 PM,25.222,,,
67,06/22/22 07:00:00 PM,25.319,,,
68,06/22/22 07:30:00 PM,25.319,,,
69,06/22/22 08:00:00 PM,25.416,,,
70,06/22/22 08:30:00 PM,25.416,,,
71,06/22/22 09:00:00 PM,25.416,,,
72,06/22/22 09:30:00 PM,25.513,,,
73,06/22/22 10:00:00 PM,25.513,,,
74,06/22/22 10:30:00 PM,25.513,,,
75,06/22/22 11:00:00 PM,25.513,,,
76,06/22/22 11:30:00 PM,25.610,,,
77,06/23/22 12:00:00 AM,25.610,,,
78,06/23/22 12:30:00 AM,25.610,,,
79,06/23/22 01:00:00 AM,25.610,,,
80,06/23/22 01:30:00 AM,25.610,,,
81,06/23/22 02:00:00 AM,25.708,,,
82,06/23/22 02:30:00 AM,25.708,,,
83,06/23/22 03:00:00 AM,25.708,,,
84,06/23/22 03:30:00 AM,25.708,,,
85,06/23/22 04:00:00 AM,25.708,,,
86,06/23/22 04:30:00 AM,25.708,,,
87,06/23/22 05:00:00 AM,25.708,,,
88,06/23/22 05:30:00 AM,25.708,,,
89,06/23/22 06:00:00 AM,25.708,,,
90,06/23/22 06:30:00 AM,25.805,,,
91,06/23/22 07:00:00 AM,25.805,,,
92,06/23/22 07:30:00 AM,25.805,,,
93,06/23/22 08:00:00 AM,25.805,,,
94,06/23/22 08:30:00 AM,25.805,,,
95,06/23/22 09:00:00 AM,25.805,,,
96,06/23/22 09:30:00 AM,25.805,,,
97,06/23/22 10:00:00 AM,25.805,,,
98,06/23/22 10:30:00 AM,25.805,,,
99,06/23/22 11:00:00 AM,25.805,,,
100,06/23/22 11:30:00 AM,25.805,,,
101,06/23/22 12:00:00 PM,25.805,,,
102,06/23/22 12:30:00 PM,25.805,,,
103,06/23/22 01:00:00 PM,25.805,,,
104,06/23/22 01:30:00 PM,25.902,,,
105,06/23/22 02:00:00 PM,25.902,,,
106,06/23/22 02:30:00 PM,25.902,,,
107,06/23/22 03:00:00 PM,25.902,,,
108,06/23/22 03:30:00 PM,25.902,,,
109,06/23/22 04:00:00 PM,25.902,,,
110,06/23/22 04:30:00 PM,25.902,,,
111,06/23/22 05:00:00 PM,25.805,,,
112,06/23/22 05:30:00 PM,25.805,,,
113,06/23/22 06:00:00 PM,25.805,,,
114,06/23/22 06:30:00 PM,25.708,,,
115,06/23/22 07:00:00 PM,25.708,,,
116,06/23/22 07:30:00 PM,25.610,,,
117,06/23/22 08:00:00 PM,25.708,,,
118,06/23/22 08:30:00 PM,25.708,,,
119,06/23/22 09:00:00 PM,25.708,,,
120,06/23/22 09:30:00 PM,25.708,,,
121,06/23/22 10:00:00 PM,25.708,,,
122,06/23/22 10:30:00 PM,25.805,,,
123,06/23/22 11:00:00 PM,25.805,,,
124,06/23/22 11:30:00 PM,25.902,,,
125,06/24/22 12:00:00 AM,25.902,,,
126,06/24/22 12:30:00 AM,25.902,,,
127,06/24/22 01:00:00 AM,25.902,,,
128,06/24/22 01:30:00 AM,25.902,,,
129,06/24/22 02:00:00 AM,26.000,,,
130,06/24/22 02:30:00 AM,26.000,,,
131,06/24/22 03:00:00 AM,26.000,,,
132,06/24/22 03:30:00 AM,26.000,,,
133,06/24/22 04:00:00 AM,26.000,,,
134,06/24/22 04:30:00 AM,26.000,,,
135,06/24/22 05:00:00 AM,26.097,,,
136,06/24/22 05:30:00 AM,26.097,,,
137,06/24/22 06:00:00 AM,26.097,,,
138,06/24/22 06:30:00 AM,26.195,,,
139,06/24/22 07:00:00 AM,26.292,,,
140,06/24/22 07:30:00 AM,26.195,,,
141,06/24/22 08:00:00 AM,26.195,,,
142,06/24/22 08:30:00 AM,26.097,,,
143,06/24/22 09:00:00 AM,26.195,,,
144,06/24/22 09:30:00 AM,26.195,,,
145,06/24/22 10:00:00 AM,26.097,,,
146,06/24/22 10:30:00 AM,26.097,,,
147,06/24/22 11:00:00 AM,25.902,,,
148,06/24/22 11:30:00 AM,25.708,,,
149,06/24/22 12:00:00 PM,25.610,,,
150,06/24/22 12:30:00 PM,25.610,,,
151,06/24/22 01:00:00 PM,25.610,,,
152,06/24/22 01:30:00 PM,25.708,,,
153,06/24/22 02:00:00 PM,25.708,,,
154,06/24/22 02:30:00 PM,25.805,,,
155,06/24/22 03:00:00 PM,25.902,,,
156,06/24/22 03:30:00 PM,25.902,,,
157,06/24/22 04:00:00 PM,26.000,,,
158,06/24/22 04:30:00 PM,26.000,,,
159,06/24/22 05:00:00 PM,26.097,,,
160,06/24/22 05:30:00 PM,26.097,,,
161,06/24/22 06:00:00 PM,26.097,,,
162,06/24/22 06:30:00 PM,26.097,,,
163,06/24/22 07:00:00 PM,26.097,,,
164,06/24/22 07:30:00 PM,26.097,,,
165,06/24/22 08:00:00 PM,26.097,,,
166,06/24/22 08:30:00 PM,26.195,,,
167,06/24/22 09:00:00 PM,26.195,,,
168,06/24/22 09:30:00 PM,26.195,,,
169,06/24/22 10:00:00 PM,26.292,,,
170,06/24/22 10:30:00 PM,26.292,,,
171,06/24/22 11:00:00 PM,26.390,,,
172,06/24/22 11:30:00 PM,26.488,,,
173,06/25/22 12:00:00 AM,26.488,,,
174,06/25/22 12:30:00 AM,26.488,,,
175,06/25/22 01:00:00 AM,26.488,,,
176,06/25/22 01:30:00 AM,26.585,,,
177,06/25/22 02:00:00 AM,26.585,,,
178,06/25/22 02:30:00 AM,26.585,,,
179,06/25/22 03:00:00 AM,26.585,,,
180,06/25/22 03:30:00 AM,26.585,,,
181,06/25/22 04:00:00 AM,26.585,,,
182,06/25/22 04:30:00 AM,26.585,,,
183,06/25/22 05:00:00 AM,26.585,,,
184,06/25/22 05:30:00 AM,26.683,,,
185,06/25/22 06:00:00 AM,26.683,,,
186,06/25/22 06:30:00 AM,26.683,,,
187,06/25/22 07:00:00 AM,26.683,,,
188,06/25/22 07:30:00 AM,26.488,,,
189,06/25/22 08:00:00 AM,26.390,,,
190,06/25/22 08:30:00 AM,26.195,,,
191,06/25/22 09:00:00 AM,26.097,,,
192,06/25/22 09:30:00 AM,26.000,,,
193,06/25/22 10:00:00 AM,26.000,,,
194,06/25/22 10:30:00 AM,26.097,,,
195,06/25/22 11:00:00 AM,26.097,,,
196,06/25/22 11:30:00 AM,26.097,,,
197,06/25/22 12:00:00 PM,26.195,,,
198,06/25/22 12:30:00 PM,26.195,,,
199,06/25/22 01:00:00 PM,26.195,,,
200,06/25/22 01:30:00 PM,26.195,,,
201,06/25/22 02:00:00 PM,26.292,,,
202,06/25/22 02:30:00 PM,26.195,,,
203,06/25/22 03:00:00 PM,26.195,,,
204,06/25/22 03:30:00 PM,26.195,,,
205,06/25/22 04:00:00 PM,26.292,,,
206,06/25/22 04:30:00 PM,26.195,,,
207,06/25/22 05:00:00 PM,26.195,,,
208,06/25/22 05:30:00 PM,26.097,,,
209,06/25/22 06:00:00 PM,26.097,,,
210,06/25/22 06:30:00 PM,26.097,,,
211,06/25/22 07:00:00 PM,26.097,,,
212,06/25/22 07:30:00 PM,26.000,,,
213,06/25/22 08:00:00 PM,26.000,,,
214,06/25/22 08:30:00 PM,25.902,,,
215,06/25/22 09:00:00 PM,25.902,,,
216,06/25/22 09:30:00 PM,25.805,,,
217,06/25/22 10:00:00 PM,25.708,,,
218,06/25/22 10:30:00 PM,25.708,,,
219,06/25/22 11:00:00 PM,25.610,,,
220,06/25/22 11:30:00 PM,25.610,,,
221,06/26/22 12:00:00 AM,25.513,,,
222,06/26/22 12:30:00 AM,25.513,,,
223,06/26/22 01:00:00 AM,25.416,,,
224,06/26/22 01:30:00 AM,25.416,,,
225,06/26/22 02:00:00 AM,25.319,,,
226,06/26/22 02:30:00 AM,25.319,,,
227,06/26/22 03:00:00 AM,25.319,,,
228,06/26/22 03:30:00 AM,25.222,,,
229,06/26/22 04:00:00 AM,25.125,,,
230,06/26/22 04:30:00 AM,25.125,,,
231,06/26/22 05:00:00 AM,25.028,,,
232,06/26/22 05:30:00 AM,24.931,,,
233,06/26/22 06:00:00 AM,24.931,,,
234,06/26/22 06:30:00 AM,24.931,,,
235,06/26/22 07:00:00 AM,24.931,,,
236,06/26/22 07:30:00 AM,24.931,,,
237,06/26/22 08:00:00 AM,24.931,,,
238,06/26/22 08:30:00 AM,24.931,,,
239,06/26/22 09:00:00 AM,25.125,,,
240,06/26/22 09:30:00 AM,25.028,,,
241,06/26/22 10:00:00 AM,24.931,,,
242,06/26/22 10:30:00 AM,25.028,,,
243,06/26/22 11:00:00 AM,25.028,,,
244,06/26/22 11:30:00 AM,25.028,,,
245,06/26/22 12:00:00 PM,25.028,,,
246,06/26/22 12:30:00 PM,25.028,,,
247,06/26/22 01:00:00 PM,25.125,,,
248,06/26/22 01:30:00 PM,25.028,,,
249,06/26/22 02:00:00 PM,25.028,,,
250,06/26/22 02:30:00 PM,25.028,,,
251,06/26/22 03:00:00 PM,24.931,,,
252,06/26/22 03:30:00 PM,25.028,,,
253,06/26/22 04:00:00 PM,25.028,,,
254,06/26/22 04:30:00 PM,25.028,,,
255,06/26/22 05:00:00 PM,25.125,,,
256,06/26/22 05:30:00 PM,25.125,,,
257,06/26/22 06:00:00 PM,25.125,,,
258,06/26/22 06:30:00 PM,25.125,,,
259,06/26/22 07:00:00 PM,25.125,,,
260,06/26/22 07:30:00 PM,25.222,,,
261,06/26/22 08:00:00 PM,25.222,,,
262,06/26/22 08:30:00 PM,25.125,,,
263,06/26/22 09:00:00 PM,25.222,,,
264,06/26/22 09:30:00 PM,25.222,,,
265,06/26/22 10:00:00 PM,25.222,,,
266,06/26/22 10:30:00 PM,25.222,,,
267,06/26/22 11:00:00 PM,25.222,,,
268,06/26/22 11:30:00 PM,25.222,,,
269,06/27/22 12:00:00 AM,25.125,,,
270,06/27/22 12:30:00 AM,25.125,,,
271,06/27/22 01:00:00 AM,25.028,,,
272,06/27/22 01:30:00 AM,24.931,,,
273,06/27/22 02:00:00 AM,24.931,,,
274,06/27/22 02:30:00 AM,24.835,,,
275,06/27/22 03:00:00 AM,24.835,,,
276,06/27/22 03:30:00 AM,24.738,,,
277,06/27/22 04:00:00 AM,24.835,,,
278,06/27/22 04:30:00 AM,24.738,,,
279,06/27/22 05:00:00 AM,24.641,,,
280,06/27/22 05:30:00 AM,24.545,,,
281,06/27/22 06:00:00 AM,24.545,,,
282,06/27/22 06:30:00 AM,24.545,,,
283,06/27/22 07:00:00 AM,24.448,,,
284,06/27/22 07:30:00 AM,24.351,,,
285,06/27/22 08:00:00 AM,24.351,,,
286,06/27/22 08:30:00 AM,24.351,,,
287,06/27/22 09:00:00 AM,24.351,,,
288,06/27/22 09:30:00 AM,24.351,,,
289,06/27/22 10:00:00 AM,24.351,,,
290,06/27/22 10:30:00 AM,24.351,,,
291,06/27/22 11:00:00 AM,24.448,,,
292,06/27/22 11:30:00 AM,24.448,,,
293,06/27/22 12:00:00 PM,24.448,,,
294,06/27/22 12:30:00 PM,24.448,,,
295,06/27/22 01:00:00 PM,24.448,,,
296,06/27/22 01:30:00 PM,24.448,,,
297,06/27/22 02:00:00 PM,24.448,,,
298,06/27/22 02:30:00 PM,24.448,,,
299,06/27/22 03:00:00 PM,24.448,,,
300,06/27/22 03:30:00 PM,24.448,,,
301,06/27/22 04:00:00 PM,24.351,,,
302,06/27/22 04:30:00 PM,24.351,,,
303,06/27/22 05:00:00 PM,24.351,,,
304,06/27/22 05:30:00 PM,24.255,,,
305,06/27/22 06:00:00 PM,24.255,,,
306,06/27/22 06:30:00 PM,24.255,,,
307,06/27/22 07:00:00 PM,24.255,,,
308,06/27/22 07:30:00 PM,24.255,,,
309,06/27/22 08:00:00 PM,24.255,,,
310,06/27/22 08:30:00 PM,24.255,,,
311,06/27/22 09:00:00 PM,24.255,,,
312,06/27/22 09:30:00 PM,24.255,,,
313,06/27/22 10:00:00 PM,24.255,,,
314,06/27/22 10:30:00 PM,24.255,,,
315,06/27/22 11:00:00 PM,24.255,,,
316,06/27/22 11:30:00 PM,24.351,,,
317,06/28/22 12:00:00 AM,24.351,,,
318,06/28/22 12:30:00 AM,24.351,,,
319,06/28/22 01:00:00 AM,24.351,,,
320,06/28/22 01:30:00 AM,24.351,,,
321,06/28/22 02:00:00 AM,24.351,,,
322,06/28/22 02:30:00 AM,24.448,,,
323,06/28/22 03:00:00 AM,24.448,,,
324,06/28/22 03:30:00 AM,24.448,,,
325,06/28/22 04:00:00 AM,24.448,,,
326,06/28/22 04:30:00 AM,24.545,,,
327,06/28/22 05:00:00 AM,24.448,,,
328,06/28/22 05:30:00 AM,24.448,,,
329,06/28/22 06:00:00 AM,24.448,,,
330,06/28/22 06:30:00 AM,24.448,,,
331,06/28/22 07:00:00 AM,24.448,,,
332,06/28/22 07:30:00 AM,24.448,,,
333,06/28/22 08:00:00 AM,24.448,,,
334,06/28/22 08:30:00 AM,24.351,,,
335,06/28/22 09:00:00 AM,24.351,,,
336,06/28/22 09:30:00 AM,24.351,,,
337,06/28/22 10:00:00 AM,24.448,,,
338,06/28/22 10:30:00 AM,24.448,,,
339,06/28/22 11:00:00 AM,24.448,,,
340,06/28/22 11:30:00 AM,24.448,,,
341,06/28/22 12:00:00 PM,24.448,,,
342,06/28/22 12:30:00 PM,24.448,,,
343,06/28/22 01:00:00 PM,24.448,,,
344,06/28/22 01:30:00 PM,24.448,,,
345,06/28/22 02:00:00 PM,24.448,,,
346,06/28/22 02:30:00 PM,24.448,,,
347,06/28/22 03:00:00 PM,24.448,,,
348,06/28/22 03:30:00 PM,24.448,,,
349,06/28/22 04:00:00 PM,24.448,,,
350,06/28/22 04:30:00 PM,24.448,,,
351,06/28/22 05:00:00 PM,24.448,,,
352,06/28/22 05:30:00 PM,24.448,,,
353,06/28/22 06:00:00 PM,24.448,,,
354,06/28/22 06:30:00 PM,24.641,,,
355,06/28/22 07:00:00 PM,24.545,,,
356,06/28/22 07:30:00 PM,24.545,,,
357,06/28/22 08:00:00 PM,24.545,,,
358,06/28/22 08:30:00 PM,24.545,,,
359,06/28/22 09:00:00 PM,24.545,,,
360,06/28/22 09:30:00 PM,24.545,,,
361,06/28/22 10:00:00 PM,24.545,,,
362,06/28/22 10:30:00 PM,24.545,,,
363,06/28/22 11:00:00 PM,24.545,,,
364,06/28/22 11:30:00 PM,24.545,,,
365,06/29/22 12:00:00 AM,24.545,,,
366,06/29/22 12:30:00 AM,24.641,,,
367,06/29/22 01:00:00 AM,24.545,,,
368,06/29/22 01:30:00 AM,24.545,,,
369,06/29/22 02:00:00 AM,24.545,,,
370,06/29/22 02:30:00 AM,24.545,,,
371,06/29/22 03:00:00 AM,24.545,,,
372,06/29/22 03:30:00 AM,24.545,,,
373,06/29/22 04:00:00 AM,24.448,,,
374,06/29/22 04:30:00 AM,24.448,,,
375,06/29/22 05:00:00 AM,24.448,,,
376,06/29/22 05:30:00 AM,24.351,,,
377,06/29/22 06:00:00 AM,24.351,,,
378,06/29/22 06:30:00 AM,24.351,,,
379,06/29/22 07:00:00 AM,24.255,,,
380,06/29/22 07:30:00 AM,24.255,,,
381,06/29/22 08:00:00 AM,24.158,,,
382,06/29/22 08:30:00 AM,24.255,,,
383,06/29/22 09:00:00 AM,24.158,,,
384,06/29/22 09:30:00 AM,24.158,,,
385,06/29/22 10:00:00 AM,24.158,,,
386,06/29/22 10:30:00 AM,24.158,,,
387,06/29/22 11:00:00 AM,24.158,,,
388,06/29/22 11:30:00 AM,24.158,,,
389,06/29/22 12:00:00 PM,24.255,,,
390,06/29/22 12:30:00 PM,24.255,,,
391,06/29/22 01:00:00 PM,24.255,,,
392,06/29/22 01:30:00 PM,24.255,,,
393,06/29/22 02:00:00 PM,24.255,,,
394,06/29/22 02:30:00 PM,24.255,,,
395,06/29/22 03:00:00 PM,24.351,,,
396,06/29/22 03:30:00 PM,24.351,,,
397,06/29/22 04:00:00 PM,24.448,,,
398,06/29/22 04:30:00 PM,24.448,,,
399,06/29/22 05:00:00 PM,24.351,,,
400,06/29/22 05:30:00 PM,24.351,,,
401,06/29/22 06:00:00 PM,24.351,,,
402,06/29/22 06:30:00 PM,24.351,,,
403,06/29/22 07:00:00 PM,24.351,,,
404,06/29/22 07:30:00 PM,24.448,,,
405,06/29/22 08:00:00 PM,24.351,,,
406,06/29/22 08:30:00 PM,24.448,,,
407,06/29/22 09:00:00 PM,24.448,,,
408,06/29/22 09:30:00 PM,24.448,,,
409,06/29/22 10:00:00 PM,24.351,,,
410,06/29/22 10:30:00 PM,24.448,,,
411,06/29/22 11:00:00 PM,24.448,,,
412,06/29/22 11:30:00 PM,24.448,,,
413,06/30/22 12:00:00 AM,24.545,,,
414,06/30/22 12:30:00 AM,24.545,,,
415,06/30/22 01:00:00 AM,24.641,,,
416,06/30/22 01:30:00 AM,24.641,,,
417,06/30/22 02:00:00 AM,24.738,,,
418,06/30/22 02:30:00 AM,24.738,,,
419,06/30/22 03:00:00 AM,24.738,,,
420,06/30/22 03:30:00 AM,24.738,,,
421,06/30/22 04:00:00 AM,24.641,,,
422,06/30/22 04:30:00 AM,24.641,,,
423,06/30/22 05:00:00 AM,24.641,,,
424,06/30/22 05:30:00 AM,24.641,,,
425,06/30/22 06:00:00 AM,24.641,,,
426,06/30/22 06:30:00 AM,24.641,,,
427,06/30/22 07:00:00 AM,24.641,,,
428,06/30/22 07:30:00 AM,24.641,,,
429,06/30/22 08:00:00 AM,24.641,,,
430,06/30/22 08:30:00 AM,24.641,,,
431,06/30/22 09:00:00 AM,24.641,,,
432,06/30/22 09:30:00 AM,24.738,,,
433,06/30/22 10:00:00 AM,24.738,,,
434,06/30/22 10:30:00 AM,24.738,,,
435,06/30/22 11:00:00 AM,24.738,,,
436,06/30/22 11:30:00 AM,24.738,,,
437,06/30/22 12:00:00 PM,24.641,,,
438,06/30/22 12:30:00 PM,24.738,,,
439,06/30/22 01:00:00 PM,24.738,,,
440,06/30/22 01:30:00 PM,24.641,,,
441,06/30/22 02:00:00 PM,24.641,,,
442,06/30/22 02:30:00 PM,24.641,,,
443,06/30/22 03:00:00 PM,24.641,,,
444,06/30/22 03:30:00 PM,24.738,,,
445,06/30/22 04:00:00 PM,24.738,,,
446,06/30/22 04:30:00 PM,24.835,,,
447,06/30/22 05:00:00 PM,24.931,,,
448,06/30/22 05:30:00 PM,24.931,,,
449,06/30/22 06:00:00 PM,24.931,,,
450,06/30/22 06:30:00 PM,24.931,,,
451,06/30/22 07:00:00 PM,25.028,,,
452,06/30/22 07:30:00 PM,25.125,,,
453,06/30/22 08:00:00 PM,25.125,,,
454,06/30/22 08:30:00 PM,25.125,,,
455,06/30/22 09:00:00 PM,25.222,,,
456,06/30/22 09:30:00 PM,25.319,,,
457,06/30/22 10:00:00 PM,25.610,,,
458,06/30/22 10:30:00 PM,25.416,,,
459,06/30/22 11:00:00 PM,25.416,,,
460,06/30/22 11:30:00 PM,25.416,,,
461,07/01/22 12:00:00 AM,25.416,,,
462,07/01/22 12:30:00 AM,25.513,,,
463,07/01/22 01:00:00 AM,25.513,,,
464,07/01/22 01:30:00 AM,25.513,,,
465,07/01/22 02:00:00 AM,25.416,,,
466,07/01/22 02:30:00 AM,25.416,,,
467,07/01/22 03:00:00 AM,25.416,,,
468,07/01/22 03:30:00 AM,25.319,,,
469,07/01/22 04:00:00 AM,25.319,,,
470,07/01/22 04:30:00 AM,25.319,,,
471,07/01/22 05:00:00 AM,25.319,,,
472,07/01/22 05:30:00 AM,25.319,,,
473,07/01/22 06:00:00 AM,25.222,,,
474,07/01/22 06:30:00 AM,25.222,,,
475,07/01/22 07:00:00 AM,25.222,,,
476,07/01/22 07:30:00 AM,25.125,,,
477,07/01/22 08:00:00 AM,25.125,,,
478,07/01/22 08:30:00 AM,25.028,,,
479,07/01/22 09:00:00 AM,25.028,,,
480,07/01/22 09:30:00 AM,25.028,,,
481,07/01/22 10:00:00 AM,25.028,,,
482,07/01/22 10:30:00 AM,25.028,,,
483,07/01/22 11:00:00 AM,25.028,,,
484,07/01/22 11:30:00 AM,25.028,,,
485,07/01/22 12:00:00 PM,25.028,,,
486,07/01/22 12:30:00 PM,25.125,,,
487,07/01/22 01:00:00 PM,25.125,,,
488,07/01/22 01:30:00 PM,25.125,,,
489,07/01/22 02:00:00 PM,25.125,,,
490,07/01/22 02:30:00 PM,25.222,,,
491,07/01/22 03:00:00 PM,25.222,,,
492,07/01/22 03:30:00 PM,25.222,,,
493,07/01/22 04:00:00 PM,25.222,,,
494,07/01/22 04:30:00 PM,25.222,,,
495,07/01/22 05:00:00 PM,25.222,,,
496,07/01/22 05:30:00 PM,25.222,,,
497,07/01/22 06:00:00 PM,25.222,,,
498,07/01/22 06:30:00 PM,25.222,,,
499,07/01/22 07:00:00 PM,25.125,,,
500,07/01/22 07:30:00 PM,25.125,,,
501,07/01/22 08:00:00 PM,25.222,,,
502,07/01/22 08:30:00 PM,25.222,,,
503,07/01/22 09:00:00 PM,25.222,,,
504,07/01/22 09:30:00 PM,25.222,,,
505,07/01/22 10:00:00 PM,25.222,,,
506,07/01/22 10:30:00 PM,25.222,,,
507,07/01/22 11:00:00 PM,25.319,,,
508,07/01/22 11:30:00 PM,25.319,,,
509,07/02/22 12:00:00 AM,25.319,,,
510,07/02/22 12:30:00 AM,25.319,,,
511,07/02/22 01:00:00 AM,25.319,,,
512,07/02/22 01:30:00 AM,25.319,,,
513,07/02/22 02:00:00 AM,25.416,,,
514,07/02/22 02:30:00 AM,25.319,,,
515,07/02/22 03:00:00 AM,25.319,,,
516,07/02/22 03:30:00 AM,25.222,,,
517,07/02/22 04:00:00 AM,25.222,,,
518,07/02/22 04:30:00 AM,25.125,,,
519,07/02/22 05:00:00 AM,25.125,,,
520,07/02/22 05:30:00 AM,25.028,,,
521,07/02/22 06:00:00 AM,25.028,,,
522,07/02/22 06:30:00 AM,24.931,,,
523,07/02/22 07:00:00 AM,24.931,,,
524,07/02/22 07:30:00 AM,24.931,,,
525,07/02/22 08:00:00 AM,24.931,,,
526,07/02/22 08:30:00 AM,24.931,,,
527,07/02/22 09:00:00 AM,24.931,,,
528,07/02/22 09:30:00 AM,24.931,,,
529,07/02/22 10:00:00 AM,24.931,,,
530,07/02/22 10:30:00 AM,24.931,,,
531,07/02/22 11:00:00 AM,24.931,,,
532,07/02/22 11:30:00 AM,24.931,,,
533,07/02/22 12:00:00 PM,24.931,,,
534,07/02/22 12:30:00 PM,25.028,,,
535,07/02/22 01:00:00 PM,25.028,,,
536,07/02/22 01:30:00 PM,25.028,,,
537,07/02/22 02:00:00 PM,25.125,,,
538,07/02/22 02:30:00 PM,25.125,,,
539,07/02/22 03:00:00 PM,25.125,,,
540,07/02/22 03:30:00 PM,25.125,,,
541,07/02/22 04:00:00 PM,25.125,,,
542,07/02/22 04:30:00 PM,25.125,,,
543,07/02/22 05:00:00 PM,25.028,,,
544,07/02/22 05:30:00 PM,25.125,,,
545,07/02/22 06:00:00 PM,25.125,,,
546,07/02/22 06:30:00 PM,25.125,,,
547,07/02/22 07:00:00 PM,25.125,,,
548,07/02/22 07:30:00 PM,25.125,,,
549,07/02/22 08:00:00 PM,25.125,,,
550,07/02/22 08:30:00 PM,25.125,,,
551,07/02/22 09:00:00 PM,25.028,,,
552,07/02/22 09:30:00 PM,25.028,,,
553,07/02/22 10:00:00 PM,25.028,,,
554,07/02/22 10:30:00 PM,25.125,,,
555,07/02/22 11:00:00 PM,25.125,,,
556,07/02/22 11:30:00 PM,25.028,,,
557,07/03/22 12:00:00 AM,25.028,,,
558,07/03/22 12:30:00 AM,25.028,,,
559,07/03/22 01:00:00 AM,24.931,,,
560,07/03/22 01:30:00 AM,24.931,,,
561,07/03/22 02:00:00 AM,24.931,,,
562,07/03/22 02:30:00 AM,24.835,,,
563,07/03/22 03:00:00 AM,24.835,,,
564,07/03/22 03:30:00 AM,24.738,,,
565,07/03/22 04:00:00 AM,24.738,,,
566,07/03/22 04:30:00 AM,24.738,,,
567,07/03/22 05:00:00 AM,24.738,,,
568,07/03/22 05:30:00 AM,24.641,,,
569,07/03/22 06:00:00 AM,24.641,,,
570,07/03/22 06:30:00 AM,24.641,,,
571,07/03/22 07:00:00 AM,24.641,,,
572,07/03/22 07:30:00 AM,24.641,,,
573,07/03/22 08:00:00 AM,24.641,,,
