"Plot Title: 2.10"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20459625, SEN S/N: 20459625)","Intensity, lum/ft² (LGR S/N: 20459625, SEN S/N: 20459625, LBL: Winter_buoy_light)","Coupler Attached (LGR S/N: 20459625)","Coupler Detached (LGR S/N: 20459625)","Host Connected (LGR S/N: 20459625)","End Of File (LGR S/N: 20459625)"
148,06/24/22 11:30:00 AM,27.075,896.0,,,,
149,06/24/22 12:00:00 PM,27.075,1152.0,,,,
150,06/24/22 12:30:00 PM,27.173,1472.0,,,,
151,06/24/22 01:00:00 PM,27.173,1536.0,,,,
152,06/24/22 01:30:00 PM,27.173,1600.0,,,,
153,06/24/22 02:00:00 PM,27.173,1856.0,,,,
154,06/24/22 02:30:00 PM,27.370,1408.0,,,,
155,06/24/22 03:00:00 PM,27.567,2304.0,,,,
156,06/24/22 03:30:00 PM,27.764,2304.0,,,,
157,06/24/22 04:00:00 PM,27.961,2432.0,,,,
158,06/24/22 04:30:00 PM,27.961,1728.0,,,,
159,06/24/22 05:00:00 PM,27.961,1600.0,,,,
160,06/24/22 05:30:00 PM,28.060,1152.0,,,,
161,06/24/22 06:00:00 PM,28.159,800.0,,,,
162,06/24/22 06:30:00 PM,28.060,512.0,,,,
163,06/24/22 07:00:00 PM,27.961,384.0,,,,
164,06/24/22 07:30:00 PM,27.862,192.0,,,,
165,06/24/22 08:00:00 PM,27.764,86.0,,,,
166,06/24/22 08:30:00 PM,27.665,15.0,,,,
167,06/24/22 09:00:00 PM,27.567,0.0,,,,
168,06/24/22 09:30:00 PM,27.567,0.0,,,,
169,06/24/22 10:00:00 PM,27.665,0.0,,,,
170,06/24/22 10:30:00 PM,27.665,0.0,,,,
171,06/24/22 11:00:00 PM,27.665,0.0,,,,
172,06/24/22 11:30:00 PM,27.665,0.0,,,,
173,06/25/22 12:00:00 AM,27.665,0.0,,,,
174,06/25/22 12:30:00 AM,27.665,0.0,,,,
175,06/25/22 01:00:00 AM,27.567,0.0,,,,
176,06/25/22 01:30:00 AM,27.567,0.0,,,,
177,06/25/22 02:00:00 AM,27.468,0.0,,,,
178,06/25/22 02:30:00 AM,27.370,0.0,,,,
179,06/25/22 03:00:00 AM,27.370,0.0,,,,
180,06/25/22 03:30:00 AM,27.272,0.0,,,,
181,06/25/22 04:00:00 AM,27.272,0.0,,,,
182,06/25/22 04:30:00 AM,27.272,0.0,,,,
183,06/25/22 05:00:00 AM,27.173,0.0,,,,
184,06/25/22 05:30:00 AM,27.173,13.0,,,,
185,06/25/22 06:00:00 AM,27.075,8.0,,,,
186,06/25/22 06:30:00 AM,27.075,14.0,,,,
187,06/25/22 07:00:00 AM,26.977,17.0,,,,
188,06/25/22 07:30:00 AM,26.977,29.0,,,,
189,06/25/22 08:00:00 AM,26.879,30.0,,,,
190,06/25/22 08:30:00 AM,26.879,46.0,,,,
191,06/25/22 09:00:00 AM,26.781,69.0,,,,
192,06/25/22 09:30:00 AM,26.781,192.0,,,,
193,06/25/22 10:00:00 AM,26.879,480.0,,,,
194,06/25/22 10:30:00 AM,26.683,120.0,,,,
195,06/25/22 11:00:00 AM,26.683,200.0,,,,
196,06/25/22 11:30:00 AM,26.683,232.0,,,,
197,06/25/22 12:00:00 PM,26.585,47.0,,,,
198,06/25/22 12:30:00 PM,26.488,84.0,,,,
199,06/25/22 01:00:00 PM,26.488,103.0,,,,
200,06/25/22 01:30:00 PM,26.488,126.0,,,,
201,06/25/22 02:00:00 PM,26.488,152.0,,,,
202,06/25/22 02:30:00 PM,26.488,176.0,,,,
203,06/25/22 03:00:00 PM,26.390,136.0,,,,
204,06/25/22 03:30:00 PM,26.488,208.0,,,,
205,06/25/22 04:00:00 PM,26.488,352.0,,,,
206,06/25/22 04:30:00 PM,26.390,208.0,,,,
207,06/25/22 05:00:00 PM,26.390,192.0,,,,
208,06/25/22 05:30:00 PM,26.390,160.0,,,,
209,06/25/22 06:00:00 PM,26.390,121.0,,,,
210,06/25/22 06:30:00 PM,26.390,97.0,,,,
211,06/25/22 07:00:00 PM,26.292,92.0,,,,
212,06/25/22 07:30:00 PM,26.292,32.0,,,,
213,06/25/22 08:00:00 PM,26.292,5.0,,,,
214,06/25/22 08:30:00 PM,26.292,7.0,,,,
215,06/25/22 09:00:00 PM,26.195,0.0,,,,
216,06/25/22 09:30:00 PM,26.195,0.0,,,,
217,06/25/22 10:00:00 PM,26.195,0.0,,,,
218,06/25/22 10:30:00 PM,26.097,0.0,,,,
219,06/25/22 11:00:00 PM,26.097,0.0,,,,
220,06/25/22 11:30:00 PM,26.097,0.0,,,,
221,06/26/22 12:00:00 AM,26.097,0.0,,,,
222,06/26/22 12:30:00 AM,26.000,0.0,,,,
223,06/26/22 01:00:00 AM,26.000,0.0,,,,
224,06/26/22 01:30:00 AM,25.902,0.0,,,,
225,06/26/22 02:00:00 AM,25.902,0.0,,,,
226,06/26/22 02:30:00 AM,25.902,0.0,,,,
227,06/26/22 03:00:00 AM,25.805,0.0,,,,
228,06/26/22 03:30:00 AM,25.805,0.0,,,,
229,06/26/22 04:00:00 AM,25.708,0.0,,,,
230,06/26/22 04:30:00 AM,25.708,0.0,,,,
231,06/26/22 05:00:00 AM,25.610,0.0,,,,
232,06/26/22 05:30:00 AM,25.513,21.0,,,,
233,06/26/22 06:00:00 AM,25.513,105.0,,,,
234,06/26/22 06:30:00 AM,25.513,256.0,,,,
235,06/26/22 07:00:00 AM,25.513,496.0,,,,
236,06/26/22 07:30:00 AM,25.610,672.0,,,,
237,06/26/22 08:00:00 AM,25.708,960.0,,,,
238,06/26/22 08:30:00 AM,25.805,1536.0,,,,
239,06/26/22 09:00:00 AM,25.805,1536.0,,,,
240,06/26/22 09:30:00 AM,25.805,704.0,,,,
241,06/26/22 10:00:00 AM,26.000,2048.0,,,,
242,06/26/22 10:30:00 AM,25.902,864.0,,,,
243,06/26/22 11:00:00 AM,25.902,1024.0,,,,
244,06/26/22 11:30:00 AM,25.902,896.0,,,,
245,06/26/22 12:00:00 PM,26.000,672.0,,,,
246,06/26/22 12:30:00 PM,26.097,1344.0,,,,
247,06/26/22 01:00:00 PM,26.097,1152.0,,,,
248,06/26/22 01:30:00 PM,26.195,512.0,,,,
249,06/26/22 02:00:00 PM,26.292,1152.0,,,,
250,06/26/22 02:30:00 PM,26.097,256.0,,,,
251,06/26/22 03:00:00 PM,26.292,1344.0,,,,
252,06/26/22 03:30:00 PM,26.292,960.0,,,,
253,06/26/22 04:00:00 PM,26.585,2048.0,,,,
254,06/26/22 04:30:00 PM,26.292,800.0,,,,
255,06/26/22 05:00:00 PM,26.292,432.0,,,,
256,06/26/22 05:30:00 PM,26.195,448.0,,,,
257,06/26/22 06:00:00 PM,26.097,102.0,,,,
258,06/26/22 06:30:00 PM,26.000,192.0,,,,
259,06/26/22 07:00:00 PM,25.902,136.0,,,,
260,06/26/22 07:30:00 PM,25.708,102.0,,,,
261,06/26/22 08:00:00 PM,25.610,48.0,,,,
262,06/26/22 08:30:00 PM,25.513,15.0,,,,
263,06/26/22 09:00:00 PM,25.513,0.0,,,,
264,06/26/22 09:30:00 PM,25.416,0.0,,,,
265,06/26/22 10:00:00 PM,25.319,0.0,,,,
266,06/26/22 10:30:00 PM,25.319,0.0,,,,
267,06/26/22 11:00:00 PM,25.222,0.0,,,,
268,06/26/22 11:30:00 PM,25.222,0.0,,,,
269,06/27/22 12:00:00 AM,25.125,0.0,,,,
270,06/27/22 12:30:00 AM,25.125,0.0,,,,
271,06/27/22 01:00:00 AM,25.028,0.0,,,,
272,06/27/22 01:30:00 AM,24.931,0.0,,,,
273,06/27/22 02:00:00 AM,24.931,0.0,,,,
274,06/27/22 02:30:00 AM,24.835,0.0,,,,
275,06/27/22 03:00:00 AM,24.835,0.0,,,,
276,06/27/22 03:30:00 AM,24.738,0.0,,,,
277,06/27/22 04:00:00 AM,24.738,0.0,,,,
278,06/27/22 04:30:00 AM,24.641,0.0,,,,
279,06/27/22 05:00:00 AM,24.641,0.0,,,,
280,06/27/22 05:30:00 AM,24.545,15.0,,,,
281,06/27/22 06:00:00 AM,24.545,55.0,,,,
282,06/27/22 06:30:00 AM,24.545,112.0,,,,
283,06/27/22 07:00:00 AM,24.545,320.0,,,,
284,06/27/22 07:30:00 AM,24.641,384.0,,,,
285,06/27/22 08:00:00 AM,24.738,1024.0,,,,
286,06/27/22 08:30:00 AM,24.835,864.0,,,,
287,06/27/22 09:00:00 AM,24.931,960.0,,,,
288,06/27/22 09:30:00 AM,25.222,1664.0,,,,
289,06/27/22 10:00:00 AM,25.416,1728.0,,,,
290,06/27/22 10:30:00 AM,25.513,1984.0,,,,
291,06/27/22 11:00:00 AM,25.610,2048.0,,,,
292,06/27/22 11:30:00 AM,25.805,2944.0,,,,
293,06/27/22 12:00:00 PM,26.000,2816.0,,,,
294,06/27/22 12:30:00 PM,26.097,2304.0,,,,
295,06/27/22 01:00:00 PM,26.195,2560.0,,,,
296,06/27/22 01:30:00 PM,26.292,2048.0,,,,
297,06/27/22 02:00:00 PM,26.390,1728.0,,,,
298,06/27/22 02:30:00 PM,26.488,2048.0,,,,
299,06/27/22 03:00:00 PM,26.585,2176.0,,,,
300,06/27/22 03:30:00 PM,26.488,2048.0,,,,
301,06/27/22 04:00:00 PM,26.585,1408.0,,,,
302,06/27/22 04:30:00 PM,26.488,864.0,,,,
303,06/27/22 05:00:00 PM,26.390,864.0,,,,
304,06/27/22 05:30:00 PM,26.292,512.0,,,,
305,06/27/22 06:00:00 PM,26.195,352.0,,,,
306,06/27/22 06:30:00 PM,26.097,208.0,,,,
307,06/27/22 07:00:00 PM,26.097,160.0,,,,
308,06/27/22 07:30:00 PM,25.902,114.0,,,,
309,06/27/22 08:00:00 PM,25.805,59.0,,,,
310,06/27/22 08:30:00 PM,25.708,15.0,,,,
311,06/27/22 09:00:00 PM,25.610,0.0,,,,
312,06/27/22 09:30:00 PM,25.610,0.0,,,,
313,06/27/22 10:00:00 PM,25.513,0.0,,,,
314,06/27/22 10:30:00 PM,25.416,0.0,,,,
315,06/27/22 11:00:00 PM,25.319,0.0,,,,
316,06/27/22 11:30:00 PM,25.222,0.0,,,,
317,06/28/22 12:00:00 AM,25.222,0.0,,,,
318,06/28/22 12:30:00 AM,25.125,0.0,,,,
319,06/28/22 01:00:00 AM,25.028,0.0,,,,
320,06/28/22 01:30:00 AM,24.931,0.0,,,,
321,06/28/22 02:00:00 AM,24.931,0.0,,,,
322,06/28/22 02:30:00 AM,24.835,0.0,,,,
323,06/28/22 03:00:00 AM,24.835,0.0,,,,
324,06/28/22 03:30:00 AM,24.738,0.0,,,,
325,06/28/22 04:00:00 AM,24.738,0.0,,,,
326,06/28/22 04:30:00 AM,24.641,0.0,,,,
327,06/28/22 05:00:00 AM,24.641,0.0,,,,
328,06/28/22 05:30:00 AM,24.545,13.0,,,,
329,06/28/22 06:00:00 AM,24.545,50.0,,,,
330,06/28/22 06:30:00 AM,24.448,101.0,,,,
331,06/28/22 07:00:00 AM,24.545,144.0,,,,
332,06/28/22 07:30:00 AM,24.545,208.0,,,,
333,06/28/22 08:00:00 AM,24.545,256.0,,,,
334,06/28/22 08:30:00 AM,24.738,416.0,,,,
335,06/28/22 09:00:00 AM,24.835,672.0,,,,
336,06/28/22 09:30:00 AM,24.931,672.0,,,,
337,06/28/22 10:00:00 AM,25.028,608.0,,,,
338,06/28/22 10:30:00 AM,25.125,800.0,,,,
339,06/28/22 11:00:00 AM,25.125,1024.0,,,,
340,06/28/22 11:30:00 AM,25.125,1344.0,,,,
341,06/28/22 12:00:00 PM,25.319,1216.0,,,,
342,06/28/22 12:30:00 PM,25.416,1536.0,,,,
343,06/28/22 01:00:00 PM,25.416,1792.0,,,,
344,06/28/22 01:30:00 PM,25.610,1920.0,,,,
345,06/28/22 02:00:00 PM,25.805,1536.0,,,,
346,06/28/22 02:30:00 PM,25.902,608.0,,,,
347,06/28/22 03:00:00 PM,25.805,1152.0,,,,
348,06/28/22 03:30:00 PM,25.610,800.0,,,,
349,06/28/22 04:00:00 PM,25.902,1792.0,,,,
350,06/28/22 04:30:00 PM,25.902,1984.0,,,,
351,06/28/22 05:00:00 PM,25.902,1600.0,,,,
352,06/28/22 05:30:00 PM,25.805,992.0,,,,
353,06/28/22 06:00:00 PM,25.610,288.0,,,,
354,06/28/22 06:30:00 PM,25.319,49.0,,,,
355,06/28/22 07:00:00 PM,25.319,240.0,,,,
356,06/28/22 07:30:00 PM,25.222,128.0,,,,
357,06/28/22 08:00:00 PM,25.125,26.0,,,,
358,06/28/22 08:30:00 PM,24.931,6.0,,,,
359,06/28/22 09:00:00 PM,24.931,0.0,,,,
360,06/28/22 09:30:00 PM,24.931,0.0,,,,
361,06/28/22 10:00:00 PM,24.835,0.0,,,,
362,06/28/22 10:30:00 PM,24.835,0.0,,,,
363,06/28/22 11:00:00 PM,24.835,0.0,,,,
364,06/28/22 11:30:00 PM,24.835,0.0,,,,
365,06/29/22 12:00:00 AM,24.738,0.0,,,,
366,06/29/22 12:30:00 AM,24.738,0.0,,,,
367,06/29/22 01:00:00 AM,24.738,0.0,,,,
368,06/29/22 01:30:00 AM,24.641,0.0,,,,
369,06/29/22 02:00:00 AM,24.641,0.0,,,,
370,06/29/22 02:30:00 AM,24.545,0.0,,,,
371,06/29/22 03:00:00 AM,24.545,0.0,,,,
372,06/29/22 03:30:00 AM,24.545,0.0,,,,
373,06/29/22 04:00:00 AM,24.545,0.0,,,,
374,06/29/22 04:30:00 AM,24.448,0.0,,,,
375,06/29/22 05:00:00 AM,24.448,0.0,,,,
376,06/29/22 05:30:00 AM,24.351,15.0,,,,
377,06/29/22 06:00:00 AM,24.351,64.0,,,,
378,06/29/22 06:30:00 AM,24.448,160.0,,,,
379,06/29/22 07:00:00 AM,24.448,288.0,,,,
380,06/29/22 07:30:00 AM,24.545,480.0,,,,
381,06/29/22 08:00:00 AM,24.641,704.0,,,,
382,06/29/22 08:30:00 AM,24.931,1024.0,,,,
383,06/29/22 09:00:00 AM,25.028,1600.0,,,,
384,06/29/22 09:30:00 AM,25.319,1728.0,,,,
385,06/29/22 10:00:00 AM,25.708,2048.0,,,,
386,06/29/22 10:30:00 AM,26.195,2560.0,,,,
387,06/29/22 11:00:00 AM,26.488,2688.0,,,,
388,06/29/22 11:30:00 AM,26.683,2816.0,,,,
389,06/29/22 12:00:00 PM,26.292,136.0,,,,
390,06/29/22 12:30:00 PM,26.488,800.0,,,,
391,06/29/22 01:00:00 PM,26.781,672.0,,,,
392,06/29/22 01:30:00 PM,27.075,672.0,,,,
393,06/29/22 02:00:00 PM,27.370,576.0,,,,
394,06/29/22 02:30:00 PM,27.665,512.0,,,,
395,06/29/22 03:00:00 PM,27.961,672.0,,,,
396,06/29/22 03:30:00 PM,28.060,896.0,,,,
397,06/29/22 04:00:00 PM,28.060,672.0,,,,
398,06/29/22 04:30:00 PM,28.159,256.0,,,,
399,06/29/22 05:00:00 PM,28.060,416.0,,,,
400,06/29/22 05:30:00 PM,28.060,320.0,,,,
401,06/29/22 06:00:00 PM,27.961,208.0,,,,
402,06/29/22 06:30:00 PM,27.862,432.0,,,,
403,06/29/22 07:00:00 PM,27.567,216.0,,,,
404,06/29/22 07:30:00 PM,26.977,45.0,,,,
405,06/29/22 08:00:00 PM,26.781,27.0,,,,
406,06/29/22 08:30:00 PM,26.683,5.0,,,,
407,06/29/22 09:00:00 PM,26.879,0.0,,,,
408,06/29/22 09:30:00 PM,27.173,0.0,,,,
409,06/29/22 10:00:00 PM,27.272,0.0,,,,
410,06/29/22 10:30:00 PM,27.272,0.0,,,,
411,06/29/22 11:00:00 PM,27.173,0.0,,,,
412,06/29/22 11:30:00 PM,27.075,0.0,,,,
413,06/30/22 12:00:00 AM,26.977,0.0,,,,
414,06/30/22 12:30:00 AM,26.781,0.0,,,,
415,06/30/22 01:00:00 AM,26.585,0.0,,,,
416,06/30/22 01:30:00 AM,25.610,0.0,,,,
417,06/30/22 02:00:00 AM,25.319,0.0,,,,
418,06/30/22 02:30:00 AM,25.125,0.0,,,,
419,06/30/22 03:00:00 AM,25.125,0.0,,,,
420,06/30/22 03:30:00 AM,25.125,0.0,,,,
421,06/30/22 04:00:00 AM,25.125,0.0,,,,
422,06/30/22 04:30:00 AM,25.222,0.0,,,,
423,06/30/22 05:00:00 AM,25.222,0.0,,,,
424,06/30/22 05:30:00 AM,25.125,14.0,,,,
425,06/30/22 06:00:00 AM,25.125,57.0,,,,
426,06/30/22 06:30:00 AM,25.028,144.0,,,,
427,06/30/22 07:00:00 AM,25.125,288.0,,,,
428,06/30/22 07:30:00 AM,25.125,368.0,,,,
429,06/30/22 08:00:00 AM,25.222,576.0,,,,
430,06/30/22 08:30:00 AM,25.125,480.0,,,,
431,06/30/22 09:00:00 AM,25.028,336.0,,,,
432,06/30/22 09:30:00 AM,25.222,672.0,,,,
433,06/30/22 10:00:00 AM,25.416,960.0,,,,
434,06/30/22 10:30:00 AM,25.610,1792.0,,,,
435,06/30/22 11:00:00 AM,25.708,2432.0,,,,
436,06/30/22 11:30:00 AM,25.902,1728.0,,,,
437,06/30/22 12:00:00 PM,26.000,1024.0,,,,
438,06/30/22 12:30:00 PM,26.097,2304.0,,,,
439,06/30/22 01:00:00 PM,26.292,2432.0,,,,
440,06/30/22 01:30:00 PM,26.097,1472.0,,,,
441,06/30/22 02:00:00 PM,26.000,608.0,,,,
442,06/30/22 02:30:00 PM,26.097,1088.0,,,,
443,06/30/22 03:00:00 PM,26.390,2304.0,,,,
444,06/30/22 03:30:00 PM,26.292,2560.0,,,,
445,06/30/22 04:00:00 PM,26.292,1792.0,,,,
446,06/30/22 04:30:00 PM,26.390,1536.0,,,,
447,06/30/22 05:00:00 PM,26.488,1536.0,,,,
448,06/30/22 05:30:00 PM,26.195,768.0,,,,
449,06/30/22 06:00:00 PM,26.195,432.0,,,,
450,06/30/22 06:30:00 PM,26.195,576.0,,,,
451,06/30/22 07:00:00 PM,26.000,117.0,,,,
452,06/30/22 07:30:00 PM,25.902,109.0,,,,
453,06/30/22 08:00:00 PM,25.805,54.0,,,,
454,06/30/22 08:30:00 PM,25.805,6.0,,,,
455,06/30/22 09:00:00 PM,25.805,0.0,,,,
456,06/30/22 09:30:00 PM,25.708,0.0,,,,
457,06/30/22 10:00:00 PM,25.708,0.0,,,,
458,06/30/22 10:30:00 PM,25.708,0.0,,,,
459,06/30/22 11:00:00 PM,25.708,0.0,,,,
460,06/30/22 11:30:00 PM,25.610,0.0,,,,
461,07/01/22 12:00:00 AM,25.610,0.0,,,,
462,07/01/22 12:30:00 AM,25.610,0.0,,,,
463,07/01/22 01:00:00 AM,25.513,0.0,,,,
464,07/01/22 01:30:00 AM,25.513,0.0,,,,
465,07/01/22 02:00:00 AM,25.513,0.0,,,,
