"Plot Title: 4.76"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9911877, SEN S/N: 9911877)","Coupler Attached (LGR S/N: 9911877)","Coupler Detached (LGR S/N: 9911877)","Host Connected (LGR S/N: 9911877)","End Of File (LGR S/N: 9911877)"
147,06/24/22 11:00:00 AM,26.585,,,,
148,06/24/22 11:30:00 AM,26.390,,,,
149,06/24/22 12:00:00 PM,26.292,,,,
150,06/24/22 12:30:00 PM,26.390,,,,
151,06/24/22 01:00:00 PM,26.390,,,,
152,06/24/22 01:30:00 PM,26.390,,,,
153,06/24/22 02:00:00 PM,26.488,,,,
154,06/24/22 02:30:00 PM,26.488,,,,
155,06/24/22 03:00:00 PM,26.390,,,,
156,06/24/22 03:30:00 PM,26.488,,,,
157,06/24/22 04:00:00 PM,26.488,,,,
158,06/24/22 04:30:00 PM,26.585,,,,
159,06/24/22 05:00:00 PM,26.683,,,,
160,06/24/22 05:30:00 PM,26.585,,,,
161,06/24/22 06:00:00 PM,26.683,,,,
162,06/24/22 06:30:00 PM,26.683,,,,
163,06/24/22 07:00:00 PM,26.683,,,,
164,06/24/22 07:30:00 PM,26.683,,,,
165,06/24/22 08:00:00 PM,26.781,,,,
166,06/24/22 08:30:00 PM,26.977,,,,
167,06/24/22 09:00:00 PM,26.977,,,,
168,06/24/22 09:30:00 PM,27.075,,,,
169,06/24/22 10:00:00 PM,27.272,,,,
170,06/24/22 10:30:00 PM,27.468,,,,
171,06/24/22 11:00:00 PM,27.370,,,,
172,06/24/22 11:30:00 PM,27.370,,,,
173,06/25/22 12:00:00 AM,27.370,,,,
174,06/25/22 12:30:00 AM,27.272,,,,
175,06/25/22 01:00:00 AM,27.272,,,,
176,06/25/22 01:30:00 AM,27.272,,,,
177,06/25/22 02:00:00 AM,27.272,,,,
178,06/25/22 02:30:00 AM,27.272,,,,
179,06/25/22 03:00:00 AM,27.272,,,,
180,06/25/22 03:30:00 AM,27.272,,,,
181,06/25/22 04:00:00 AM,27.173,,,,
182,06/25/22 04:30:00 AM,27.173,,,,
183,06/25/22 05:00:00 AM,27.075,,,,
184,06/25/22 05:30:00 AM,27.075,,,,
185,06/25/22 06:00:00 AM,27.075,,,,
186,06/25/22 06:30:00 AM,26.977,,,,
187,06/25/22 07:00:00 AM,26.977,,,,
188,06/25/22 07:30:00 AM,26.879,,,,
189,06/25/22 08:00:00 AM,26.781,,,,
190,06/25/22 08:30:00 AM,26.683,,,,
191,06/25/22 09:00:00 AM,26.683,,,,
192,06/25/22 09:30:00 AM,26.683,,,,
193,06/25/22 10:00:00 AM,26.683,,,,
194,06/25/22 10:30:00 AM,26.585,,,,
195,06/25/22 11:00:00 AM,26.585,,,,
196,06/25/22 11:30:00 AM,26.585,,,,
197,06/25/22 12:00:00 PM,26.488,,,,
198,06/25/22 12:30:00 PM,26.488,,,,
199,06/25/22 01:00:00 PM,26.390,,,,
200,06/25/22 01:30:00 PM,26.390,,,,
201,06/25/22 02:00:00 PM,26.390,,,,
202,06/25/22 02:30:00 PM,26.390,,,,
203,06/25/22 03:00:00 PM,26.292,,,,
204,06/25/22 03:30:00 PM,26.292,,,,
205,06/25/22 04:00:00 PM,26.292,,,,
206,06/25/22 04:30:00 PM,26.292,,,,
207,06/25/22 05:00:00 PM,26.292,,,,
208,06/25/22 05:30:00 PM,26.292,,,,
209,06/25/22 06:00:00 PM,26.292,,,,
210,06/25/22 06:30:00 PM,26.195,,,,
211,06/25/22 07:00:00 PM,26.195,,,,
212,06/25/22 07:30:00 PM,26.195,,,,
213,06/25/22 08:00:00 PM,26.097,,,,
214,06/25/22 08:30:00 PM,26.097,,,,
215,06/25/22 09:00:00 PM,26.000,,,,
216,06/25/22 09:30:00 PM,26.000,,,,
217,06/25/22 10:00:00 PM,26.000,,,,
218,06/25/22 10:30:00 PM,25.902,,,,
219,06/25/22 11:00:00 PM,25.902,,,,
220,06/25/22 11:30:00 PM,25.805,,,,
221,06/26/22 12:00:00 AM,25.805,,,,
222,06/26/22 12:30:00 AM,25.805,,,,
223,06/26/22 01:00:00 AM,25.805,,,,
224,06/26/22 01:30:00 AM,25.708,,,,
225,06/26/22 02:00:00 AM,25.708,,,,
226,06/26/22 02:30:00 AM,25.708,,,,
227,06/26/22 03:00:00 AM,25.805,,,,
228,06/26/22 03:30:00 AM,25.708,,,,
229,06/26/22 04:00:00 AM,25.708,,,,
230,06/26/22 04:30:00 AM,25.610,,,,
231,06/26/22 05:00:00 AM,25.513,,,,
232,06/26/22 05:30:00 AM,25.513,,,,
233,06/26/22 06:00:00 AM,25.416,,,,
234,06/26/22 06:30:00 AM,25.319,,,,
235,06/26/22 07:00:00 AM,25.319,,,,
236,06/26/22 07:30:00 AM,25.319,,,,
237,06/26/22 08:00:00 AM,25.319,,,,
238,06/26/22 08:30:00 AM,25.319,,,,
239,06/26/22 09:00:00 AM,25.319,,,,
240,06/26/22 09:30:00 AM,25.416,,,,
241,06/26/22 10:00:00 AM,25.416,,,,
242,06/26/22 10:30:00 AM,25.513,,,,
243,06/26/22 11:00:00 AM,25.513,,,,
244,06/26/22 11:30:00 AM,25.610,,,,
245,06/26/22 12:00:00 PM,25.513,,,,
246,06/26/22 12:30:00 PM,25.513,,,,
247,06/26/22 01:00:00 PM,25.708,,,,
248,06/26/22 01:30:00 PM,25.513,,,,
249,06/26/22 02:00:00 PM,25.416,,,,
250,06/26/22 02:30:00 PM,25.513,,,,
251,06/26/22 03:00:00 PM,25.610,,,,
252,06/26/22 03:30:00 PM,25.805,,,,
253,06/26/22 04:00:00 PM,25.708,,,,
254,06/26/22 04:30:00 PM,25.708,,,,
255,06/26/22 05:00:00 PM,25.805,,,,
256,06/26/22 05:30:00 PM,25.805,,,,
257,06/26/22 06:00:00 PM,25.902,,,,
258,06/26/22 06:30:00 PM,25.805,,,,
259,06/26/22 07:00:00 PM,25.708,,,,
260,06/26/22 07:30:00 PM,25.708,,,,
261,06/26/22 08:00:00 PM,25.513,,,,
262,06/26/22 08:30:00 PM,25.513,,,,
263,06/26/22 09:00:00 PM,25.416,,,,
264,06/26/22 09:30:00 PM,25.319,,,,
265,06/26/22 10:00:00 PM,25.319,,,,
266,06/26/22 10:30:00 PM,25.222,,,,
267,06/26/22 11:00:00 PM,25.222,,,,
268,06/26/22 11:30:00 PM,25.125,,,,
269,06/27/22 12:00:00 AM,25.125,,,,
270,06/27/22 12:30:00 AM,25.028,,,,
271,06/27/22 01:00:00 AM,24.931,,,,
272,06/27/22 01:30:00 AM,24.931,,,,
273,06/27/22 02:00:00 AM,24.835,,,,
274,06/27/22 02:30:00 AM,24.835,,,,
275,06/27/22 03:00:00 AM,24.738,,,,
276,06/27/22 03:30:00 AM,24.738,,,,
277,06/27/22 04:00:00 AM,24.641,,,,
278,06/27/22 04:30:00 AM,24.545,,,,
279,06/27/22 05:00:00 AM,24.545,,,,
280,06/27/22 05:30:00 AM,24.545,,,,
281,06/27/22 06:00:00 AM,24.448,,,,
282,06/27/22 06:30:00 AM,24.448,,,,
283,06/27/22 07:00:00 AM,24.448,,,,
284,06/27/22 07:30:00 AM,24.351,,,,
285,06/27/22 08:00:00 AM,24.351,,,,
286,06/27/22 08:30:00 AM,24.351,,,,
287,06/27/22 09:00:00 AM,24.448,,,,
288,06/27/22 09:30:00 AM,24.448,,,,
289,06/27/22 10:00:00 AM,24.448,,,,
290,06/27/22 10:30:00 AM,24.545,,,,
291,06/27/22 11:00:00 AM,24.545,,,,
292,06/27/22 11:30:00 AM,24.641,,,,
293,06/27/22 12:00:00 PM,24.641,,,,
294,06/27/22 12:30:00 PM,24.738,,,,
295,06/27/22 01:00:00 PM,24.738,,,,
296,06/27/22 01:30:00 PM,24.738,,,,
297,06/27/22 02:00:00 PM,24.738,,,,
298,06/27/22 02:30:00 PM,24.835,,,,
299,06/27/22 03:00:00 PM,24.835,,,,
300,06/27/22 03:30:00 PM,24.738,,,,
301,06/27/22 04:00:00 PM,24.738,,,,
302,06/27/22 04:30:00 PM,24.738,,,,
303,06/27/22 05:00:00 PM,24.738,,,,
304,06/27/22 05:30:00 PM,24.738,,,,
305,06/27/22 06:00:00 PM,24.738,,,,
306,06/27/22 06:30:00 PM,24.738,,,,
307,06/27/22 07:00:00 PM,24.738,,,,
308,06/27/22 07:30:00 PM,24.641,,,,
309,06/27/22 08:00:00 PM,24.641,,,,
310,06/27/22 08:30:00 PM,24.641,,,,
311,06/27/22 09:00:00 PM,24.738,,,,
312,06/27/22 09:30:00 PM,24.738,,,,
313,06/27/22 10:00:00 PM,24.738,,,,
314,06/27/22 10:30:00 PM,24.738,,,,
315,06/27/22 11:00:00 PM,24.835,,,,
316,06/27/22 11:30:00 PM,24.835,,,,
317,06/28/22 12:00:00 AM,24.835,,,,
318,06/28/22 12:30:00 AM,24.835,,,,
319,06/28/22 01:00:00 AM,24.931,,,,
320,06/28/22 01:30:00 AM,24.835,,,,
321,06/28/22 02:00:00 AM,24.835,,,,
322,06/28/22 02:30:00 AM,24.835,,,,
323,06/28/22 03:00:00 AM,24.738,,,,
324,06/28/22 03:30:00 AM,24.738,,,,
325,06/28/22 04:00:00 AM,24.641,,,,
326,06/28/22 04:30:00 AM,24.641,,,,
327,06/28/22 05:00:00 AM,24.545,,,,
328,06/28/22 05:30:00 AM,24.545,,,,
329,06/28/22 06:00:00 AM,24.448,,,,
330,06/28/22 06:30:00 AM,24.351,,,,
331,06/28/22 07:00:00 AM,24.351,,,,
332,06/28/22 07:30:00 AM,24.351,,,,
333,06/28/22 08:00:00 AM,24.448,,,,
334,06/28/22 08:30:00 AM,24.448,,,,
335,06/28/22 09:00:00 AM,24.545,,,,
336,06/28/22 09:30:00 AM,24.545,,,,
337,06/28/22 10:00:00 AM,24.641,,,,
338,06/28/22 10:30:00 AM,24.641,,,,
339,06/28/22 11:00:00 AM,24.641,,,,
340,06/28/22 11:30:00 AM,24.738,,,,
341,06/28/22 12:00:00 PM,24.738,,,,
342,06/28/22 12:30:00 PM,24.738,,,,
343,06/28/22 01:00:00 PM,24.641,,,,
344,06/28/22 01:30:00 PM,24.738,,,,
345,06/28/22 02:00:00 PM,24.641,,,,
346,06/28/22 02:30:00 PM,24.738,,,,
347,06/28/22 03:00:00 PM,24.641,,,,
348,06/28/22 03:30:00 PM,24.641,,,,
349,06/28/22 04:00:00 PM,24.738,,,,
350,06/28/22 04:30:00 PM,24.738,,,,
351,06/28/22 05:00:00 PM,24.738,,,,
352,06/28/22 05:30:00 PM,24.738,,,,
353,06/28/22 06:00:00 PM,24.738,,,,
354,06/28/22 06:30:00 PM,24.931,,,,
355,06/28/22 07:00:00 PM,24.835,,,,
356,06/28/22 07:30:00 PM,24.835,,,,
357,06/28/22 08:00:00 PM,24.931,,,,
358,06/28/22 08:30:00 PM,24.931,,,,
359,06/28/22 09:00:00 PM,24.835,,,,
360,06/28/22 09:30:00 PM,24.835,,,,
361,06/28/22 10:00:00 PM,24.835,,,,
362,06/28/22 10:30:00 PM,24.738,,,,
363,06/28/22 11:00:00 PM,24.738,,,,
364,06/28/22 11:30:00 PM,24.738,,,,
365,06/29/22 12:00:00 AM,24.738,,,,
366,06/29/22 12:30:00 AM,24.641,,,,
367,06/29/22 01:00:00 AM,24.641,,,,
368,06/29/22 01:30:00 AM,24.641,,,,
369,06/29/22 02:00:00 AM,24.545,,,,
370,06/29/22 02:30:00 AM,24.545,,,,
371,06/29/22 03:00:00 AM,24.545,,,,
372,06/29/22 03:30:00 AM,24.448,,,,
373,06/29/22 04:00:00 AM,24.448,,,,
374,06/29/22 04:30:00 AM,24.448,,,,
375,06/29/22 05:00:00 AM,24.351,,,,
376,06/29/22 05:30:00 AM,24.351,,,,
377,06/29/22 06:00:00 AM,24.351,,,,
378,06/29/22 06:30:00 AM,24.255,,,,
379,06/29/22 07:00:00 AM,24.255,,,,
380,06/29/22 07:30:00 AM,24.255,,,,
381,06/29/22 08:00:00 AM,24.255,,,,
382,06/29/22 08:30:00 AM,24.255,,,,
383,06/29/22 09:00:00 AM,24.255,,,,
384,06/29/22 09:30:00 AM,24.255,,,,
385,06/29/22 10:00:00 AM,24.351,,,,
386,06/29/22 10:30:00 AM,24.351,,,,
387,06/29/22 11:00:00 AM,24.448,,,,
388,06/29/22 11:30:00 AM,24.448,,,,
389,06/29/22 12:00:00 PM,24.351,,,,
390,06/29/22 12:30:00 PM,24.448,,,,
391,06/29/22 01:00:00 PM,24.545,,,,
392,06/29/22 01:30:00 PM,24.641,,,,
393,06/29/22 02:00:00 PM,24.835,,,,
394,06/29/22 02:30:00 PM,25.028,,,,
395,06/29/22 03:00:00 PM,25.513,,,,
396,06/29/22 03:30:00 PM,25.805,,,,
397,06/29/22 04:00:00 PM,25.902,,,,
398,06/29/22 04:30:00 PM,25.902,,,,
399,06/29/22 05:00:00 PM,25.513,,,,
400,06/29/22 05:30:00 PM,25.222,,,,
401,06/29/22 06:00:00 PM,25.125,,,,
402,06/29/22 06:30:00 PM,25.028,,,,
403,06/29/22 07:00:00 PM,24.931,,,,
404,06/29/22 07:30:00 PM,24.931,,,,
405,06/29/22 08:00:00 PM,24.931,,,,
406,06/29/22 08:30:00 PM,24.835,,,,
407,06/29/22 09:00:00 PM,24.835,,,,
408,06/29/22 09:30:00 PM,24.931,,,,
409,06/29/22 10:00:00 PM,24.931,,,,
410,06/29/22 10:30:00 PM,25.028,,,,
411,06/29/22 11:00:00 PM,25.125,,,,
412,06/29/22 11:30:00 PM,25.125,,,,
413,06/30/22 12:00:00 AM,25.125,,,,
414,06/30/22 12:30:00 AM,25.125,,,,
415,06/30/22 01:00:00 AM,25.125,,,,
416,06/30/22 01:30:00 AM,25.125,,,,
417,06/30/22 02:00:00 AM,25.028,,,,
418,06/30/22 02:30:00 AM,24.931,,,,
419,06/30/22 03:00:00 AM,24.931,,,,
420,06/30/22 03:30:00 AM,24.931,,,,
421,06/30/22 04:00:00 AM,24.835,,,,
422,06/30/22 04:30:00 AM,24.835,,,,
423,06/30/22 05:00:00 AM,24.835,,,,
424,06/30/22 05:30:00 AM,24.835,,,,
425,06/30/22 06:00:00 AM,24.835,,,,
426,06/30/22 06:30:00 AM,24.738,,,,
427,06/30/22 07:00:00 AM,24.738,,,,
428,06/30/22 07:30:00 AM,24.835,,,,
429,06/30/22 08:00:00 AM,24.835,,,,
430,06/30/22 08:30:00 AM,24.835,,,,
431,06/30/22 09:00:00 AM,24.835,,,,
432,06/30/22 09:30:00 AM,24.931,,,,
433,06/30/22 10:00:00 AM,24.931,,,,
434,06/30/22 10:30:00 AM,24.931,,,,
435,06/30/22 11:00:00 AM,24.931,,,,
436,06/30/22 11:30:00 AM,24.931,,,,
437,06/30/22 12:00:00 PM,24.931,,,,
438,06/30/22 12:30:00 PM,24.931,,,,
439,06/30/22 01:00:00 PM,25.028,,,,
440,06/30/22 01:30:00 PM,24.835,,,,
441,06/30/22 02:00:00 PM,24.835,,,,
442,06/30/22 02:30:00 PM,24.931,,,,
443,06/30/22 03:00:00 PM,25.125,,,,
444,06/30/22 03:30:00 PM,25.319,,,,
445,06/30/22 04:00:00 PM,25.416,,,,
446,06/30/22 04:30:00 PM,25.513,,,,
447,06/30/22 05:00:00 PM,25.610,,,,
448,06/30/22 05:30:00 PM,25.610,,,,
449,06/30/22 06:00:00 PM,25.708,,,,
450,06/30/22 06:30:00 PM,25.708,,,,
451,06/30/22 07:00:00 PM,25.708,,,,
452,06/30/22 07:30:00 PM,25.805,,,,
453,06/30/22 08:00:00 PM,25.708,,,,
454,06/30/22 08:30:00 PM,25.708,,,,
455,06/30/22 09:00:00 PM,25.708,,,,
456,06/30/22 09:30:00 PM,25.610,,,,
457,06/30/22 10:00:00 PM,25.610,,,,
458,06/30/22 10:30:00 PM,25.610,,,,
459,06/30/22 11:00:00 PM,25.610,,,,
460,06/30/22 11:30:00 PM,25.610,,,,
461,07/01/22 12:00:00 AM,25.513,,,,
462,07/01/22 12:30:00 AM,25.513,,,,
463,07/01/22 01:00:00 AM,25.513,,,,
464,07/01/22 01:30:00 AM,25.416,,,,
465,07/01/22 02:00:00 AM,25.416,,,,
466,07/01/22 02:30:00 AM,25.416,,,,
467,07/01/22 03:00:00 AM,25.319,,,,
468,07/01/22 03:30:00 AM,25.319,,,,
469,07/01/22 04:00:00 AM,25.319,,,,
470,07/01/22 04:30:00 AM,25.319,,,,
471,07/01/22 05:00:00 AM,25.319,,,,
472,07/01/22 05:30:00 AM,25.222,,,,
473,07/01/22 06:00:00 AM,25.222,,,,
474,07/01/22 06:30:00 AM,25.222,,,,
475,07/01/22 07:00:00 AM,25.222,,,,
476,07/01/22 07:30:00 AM,25.222,,,,
477,07/01/22 08:00:00 AM,25.125,,,,
478,07/01/22 08:30:00 AM,25.222,,,,
479,07/01/22 09:00:00 AM,25.125,,,,
480,07/01/22 09:30:00 AM,25.125,,,,
481,07/01/22 10:00:00 AM,25.125,,,,
482,07/01/22 10:30:00 AM,25.222,,,,
483,07/01/22 11:00:00 AM,25.222,,,,
484,07/01/22 11:30:00 AM,25.319,,,,
485,07/01/22 12:00:00 PM,25.319,,,,
486,07/01/22 12:30:00 PM,25.416,,,,
487,07/01/22 01:00:00 PM,25.513,,,,
488,07/01/22 01:30:00 PM,25.513,,,,
489,07/01/22 02:00:00 PM,25.610,,,,
490,07/01/22 02:30:00 PM,25.708,,,,
491,07/01/22 03:00:00 PM,25.708,,,,
492,07/01/22 03:30:00 PM,25.708,,,,
493,07/01/22 04:00:00 PM,25.708,,,,
494,07/01/22 04:30:00 PM,25.708,,,,
495,07/01/22 05:00:00 PM,25.610,,,,
496,07/01/22 05:30:00 PM,25.610,,,,
497,07/01/22 06:00:00 PM,25.610,,,,
498,07/01/22 06:30:00 PM,25.513,,,,
499,07/01/22 07:00:00 PM,25.513,,,,
500,07/01/22 07:30:00 PM,25.513,,,,
501,07/01/22 08:00:00 PM,25.416,,,,
502,07/01/22 08:30:00 PM,25.416,,,,
503,07/01/22 09:00:00 PM,25.416,,,,
504,07/01/22 09:30:00 PM,25.416,,,,
505,07/01/22 10:00:00 PM,25.416,,,,
506,07/01/22 10:30:00 PM,25.416,,,,
507,07/01/22 11:00:00 PM,25.513,,,,
508,07/01/22 11:30:00 PM,25.513,,,,
509,07/02/22 12:00:00 AM,25.513,,,,
510,07/02/22 12:30:00 AM,25.513,,,,
511,07/02/22 01:00:00 AM,25.513,,,,
512,07/02/22 01:30:00 AM,25.416,,,,
513,07/02/22 02:00:00 AM,25.416,,,,
514,07/02/22 02:30:00 AM,25.319,,,,
515,07/02/22 03:00:00 AM,25.222,,,,
516,07/02/22 03:30:00 AM,25.222,,,,
517,07/02/22 04:00:00 AM,25.125,,,,
518,07/02/22 04:30:00 AM,25.125,,,,
519,07/02/22 05:00:00 AM,25.125,,,,
520,07/02/22 05:30:00 AM,25.028,,,,
521,07/02/22 06:00:00 AM,24.931,,,,
522,07/02/22 06:30:00 AM,24.931,,,,
523,07/02/22 07:00:00 AM,24.931,,,,
524,07/02/22 07:30:00 AM,24.931,,,,
525,07/02/22 08:00:00 AM,24.931,,,,
526,07/02/22 08:30:00 AM,24.931,,,,
527,07/02/22 09:00:00 AM,24.931,,,,
528,07/02/22 09:30:00 AM,25.028,,,,
529,07/02/22 10:00:00 AM,25.028,,,,
530,07/02/22 10:30:00 AM,25.125,,,,
531,07/02/22 11:00:00 AM,25.125,,,,
532,07/02/22 11:30:00 AM,25.222,,,,
533,07/02/22 12:00:00 PM,25.222,,,,
534,07/02/22 12:30:00 PM,25.319,,,,
535,07/02/22 01:00:00 PM,25.319,,,,
536,07/02/22 01:30:00 PM,25.319,,,,
537,07/02/22 02:00:00 PM,25.416,,,,
538,07/02/22 02:30:00 PM,25.513,,,,
539,07/02/22 03:00:00 PM,25.513,,,,
540,07/02/22 03:30:00 PM,25.513,,,,
541,07/02/22 04:00:00 PM,25.416,,,,
542,07/02/22 04:30:00 PM,25.416,,,,
543,07/02/22 05:00:00 PM,25.319,,,,
544,07/02/22 05:30:00 PM,25.319,,,,
545,07/02/22 06:00:00 PM,25.319,,,,
546,07/02/22 06:30:00 PM,25.319,,,,
547,07/02/22 07:00:00 PM,25.319,,,,
548,07/02/22 07:30:00 PM,25.222,,,,
